Year,attack_type,nearest_country,shore_distance,attack_description,vessel_status,Continent
2016,Boarded,VNM,8.151180850316845,"07.01.2016: 0155 LT: Posn: 20:43N – 107:09E, Hon Cam Anchorage, Vietnam.
During routine rounds onboard an anchored bulk carrier, the duty AB heard voices near the forecastle. As he approached to investigate, he saw three men with knives approaching him. The AB managed to safely retreat to the accommodation and informed the duty officer who sounded the ship's whistle and raised the alarm. Seeing the alerted crew, the robbers escaped with stolen ship’s stores. Local authorities and agents informed.",Anchored,Asia
2017,Boarded,PHL,4.495931557582114,"03.12.2017: 1610 UTC: Posn: 14:33.72N – 120:55.25E, Manila Quarantine Anchorage, Philippines.
During routine security rounds, crew onboard an anchored container ship noticed the securing cables for the forward lifesaving appliances cut and the liferafts and immersion suites missing. On inspecting the area, it was noticed that the robbers had boarded the vessel via the anchor chain and hawse pipe. VTS Manila and the coast guard carried out a security search around the vessel.",Anchored,Asia
2018,Boarded,IND,4.087598867540012,"17.11.2018: 2215 UTC: Posn: 17:02.4N – 082:26.1E, Kakinada Anchorage India.
Unnoticed, robbers boarded an anchored product tanker, stole ship’s stores and escaped. The theft was noticed during routine rounds. Port control and agents informed.",Anchored,Asia
2017,Boarded,IDN,13.078397518243484,"20.12.2017: 1605 UTC: Posn: 00:13.7S ？ 117:34.3E, Muara Berau Anchorage, Samarinda, Indonesia. During cargo operations, crew on board an anchored bulk carrier noticed the forepeak store lock broken and mooring ropes missing. A small boat was seen moving away from the vessel. A few hours later the duty crew noticed four robbers on the forecastle. Seeing the crew the robbers threatened them with knives. Alarm raised and crew mustered resulting in the robbers escaping. Incident reported to port control and agents.",Anchored,Asia
2017,Boarded,VEN,7.181917740945821,"15.01.2017: 0215 UTC: Posn: 10:12.0N – 064:47.9W, Jose Anchorage, Venezuela.
Two robbers boarded an anchored LPG tanker via the anchor chain. The robbers took hostage the duty AB on the forecastle, tied him up and threatened him with a knife. They then removed the hawse pipe cover and four more robbers boarded the tanker. The robbers took the AB’s mobile phone, stole ship’s properties and escaped. The AB managed to free himself and informed bridge who raised the alarm and crew mustered. Port Control informed.",Anchored,Americas
2016,Attempted,BGD,8.993662923579608,"15.05.2016: 0242 LT: Posn: 22:06N – 091:45E, Chittagong ‘C’ Anchorage, Bangladesh.
Seven robbers in a small boat came alongside and attempted to board an anchored container ship. Alert crew noticed the robbers and informed the D/O who in turn raised the alarm, sounded ship’s whistle and crew mustered. Upon hearing the alarm and seeing the crew alertness, the robbers aborted the attempted boarding and escaped.",Anchored,Asia
2020,Boarded,GHA,4.5642081625965485,"27.11.2020: 0140 UTC: Posn: 04:53.27N – 001:41.61W, Takoradi Anchorage, Ghana.
Duty watchmen onboard an anchored bulk carrier noticed two unauthorised persons on the forecastle deck and immediately informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.",Anchored,Africa
2018,Boarded,IDN,10.97127438912952,"09.12.2018: 1916 UTC: Posn: 06:00S – 106:54E, Tanjung Priok Anchorage Area 'ECHO', Indonesia.
Duty watchman onboard an anchored container vessel noticed three robbers on the aft deck and notified the OOW. Alarm raised, announcement on PA system made and all crew mustered on the bridge. Master contacted the pilot station and agents. Authorities boarded the vessel to render assistance and investigate.",Anchored,Asia
2018,Boarded,BGD,10.753404558082782,"17.04.2018: 1915 UTC: Posn: 22:11.3N - 091:42.1E, Chittagong Anchorage, Bangladesh.
Six robbers in a black boat tried to board an anchored general cargo vessel from astern. The crew noticed the robbers and raised the alarm. One robber managed to board the vessel and threatened the crew by showing a knife. Hearing the alarm and seeing the alerted crew the robber escaped without stealing anything. All crew reported safe.",Anchored,Asia
2016,Boarded,IND,14.080836001767196,"14.02.2016: 0015 LT: Posn: 22:46N – 070:00E, SW of Tuna Buoy Anchorage, Kandla, India.
Four robbers boarded an anchored bulk carrier using a grappling hook attached with a rope. The duty AB on routine rounds noticed the robbers trying to break open a store’s padlock. He immediately informed the bridge. Alarm raised, PA announcement made and crew mustered. Upon hearing the alarm and seeing the crew alertness, the robbers escaped empty handed. Kandla Tower informed.",Anchored,Asia
2019,Boarded,CMR,7.20168653008796,"30.12.2019: 2230 UTC: Posn: 03:58.5N – 009:05.4E, Limboh Anchorage, Cameroon.
Around six persons armed with guns boarded an anchored tanker. A distress message was sent by the tanker. The persons stole ship’s cash and properties and kidnapped eight crew members before escaping. One crew was reported injured. Upon receiving the distress message, the IMB Piracy Reporting Centre immediately notified and liaised with the Authorities. A security boat was sent by the Authorities to provide assistance.",Anchored,Africa
2020,Boarded,IDN,15.134987401817334,"28.05.2020: 2020 UTC: Posn: 00:16.4S - 117:36.7E, Muara Berau Anchorage, Indonesia.
Unnoticed, robbers boarded an anchored bulk carrier. Duty AB on routine rounds noticed the forecastle skylight opened and anchor pipe cover and padlock missing. He immediately informed the D/O who raised the alarm and crew mustered. A search was carried out. It was reported that ship’s stores were stolen. Incident reported to the Coast Guard who boarded the ship for investigation.",Anchored,Asia
2016,Boarded,IND,1.5802372851252169,"03.07.2016: Night hours: Berth No: 4B, Haldia port, India. 
Robbers boarded a berthed bulk carrier, entered into the engine room, stole engine spares and escaped unnoticed. The theft was noticed on 6th July 2016 after the vessel sailed out. Upon investigation it was reported that all stores were accounted for on 2 July and it was suspected the theft may have occurred on 3rd July before the vessel sailed out. Local agents informed.",Berthed,Asia
2018,Boarded,IDN,16.373121013888415,"07.03.2018: 2110 UTC: Posn: 00:15.1S - 117:37.7E, Muara Berau Anchorage, Indonesia.
Unnoticed robber boarded an anchored bulk carrier, stole two mooring ropes and escaped. The theft was noticed during routine rounds.",Anchored,Asia
2018,Attempted,IDN,18.993719400194983,"08.01.2018: 2300 UTC: Posn: 00:16.15S – 117:43.01E, Muara Berau Anchorage, Samarinda, Indonesia.
Ship's crew on board an anchored bulk carrier noticed robbers attempting to board the vessel via the anchor chain and informed the OOW who sounded the fog horn. Seeing the alerted crew the robbers aborted the attempt and escaped in a small boat.",Anchored,Asia
2015,Attempted,VNM,5.083957802032326,"06.06.2015: 1515 LT: Posn: 10:21N - 107:02E, Vung Tau Anchorage, Vietnam.
An unauthorised person from a small boat attempted to board an anchored cable ship. Alert crew raised the alarm resulting in the person aborting and moving away.",Anchored,Asia
2020,Boarded,IDN,2.339069649162143,"14.12.2020: 2100 UTC: Posn: 01:44.67N – 101:22.59E, Lubuk Gaung Port, Dumai, Indonesia.
During routine rounds, duty officer onboard a berthed bulk carrier was taken hostage and tied up by four robbers armed with knives. The robbers stole ship's stores and spare parts and released the duty officer before escaping.",Berthed,Asia
2017,Boarded,NGA,9.530196448502862,"10.12.2017: 0110 UTC: Posn: 06:19N - 003:17E, Around 5NM South of Lagos, Nigeria
Duty crew onboard an anchored tanker noticed three robbers on the main deck and raised the alarm. Seeing the alerted crew, the robbers escaped empty handed.",Anchored,Africa
2017,Boarded,IDN,12.19645379621736,"19.04.2017: 1800 UTC: Posn: 00:15.7S - 117:34.5E, Muara Berau Anchorage, Samarinda, Indonesia.
Three robbers boarded an anchored bulk carrier. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped without stealing anything.",Anchored,Asia
2016,Boarded,PER,28.830670422168804,"21.10.2016: 0400 LT: Posn: 12:02S – 077:31W, Callao Anchorage, Peru.
While crew onboard an anchored product tanker were busy in bunkering operations, robbers boarded the vessel, stole ship’s properties and escaped. The theft was discovered by the duty crew during routine rounds. Incident reported to local police through the agents.",Anchored,Americas
2018,Boarded,VEN,4.730222437863222,"25.09.2018: 0510 UTC: Posn: 10:16.4N -  064:42.8W: Puerto La Cruze Anchorage, Venezuela.
Two robbers boarded an anchored product tanker. The alert watchkeeper noticed the robbers, raised the alarm and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Master contacted the IMB Piracy Reporting Centre which immediately relayed the incident information to the authorities. A coast guard patrol boat was dispatched and the officers boarded the tanker for investigations.",Anchored,Americas
2019,Boarded,GHA,5.858500196787845,"23.02.2019: 0400 UTC: Posn: 04:54.6N – 001:40.2W, Takoradi Anchorage, Ghana.
Unnoticed, robbers boarded an anchored cargo vessel. They stole ship’s stores and escaped. Incident reported to local Authorities.",Anchored,Africa
2015,Boarded,CHN,20.496667869282845,"14.12.2015: 0125 LT: Posn: 38:48.6N – 118:19.8E, Tianjin Outer Anchorage, China.
Duty officer onboard an anchored bulk carrier noticed a suspicious boat alongside the starboard quarter of the vessel and immediately informed the Master. Alarm raised, crew mustered and proceeded to investigate. The crew noticed a diesel oil tank manhole cover opened and a hose inserted. Seeing the approaching crew, the robbers tried to retrieve the hose and escaped in their boat. On sounding the tank it was noticed that part of the bunkers was stolen. Incident report to China Coast Guard.",Anchored,Asia
2019,Boarded,PER,3.657020139636062,"21.11.201: 0850 UTC : Posn : 12:01.70S – 077:12.62W: Callao Anchorage, Peru.
Crew on routine rounds onboard an anchored bulk carrier noticed three robbers armed with long knives at forecastle deck and raised the alarm. Crew mustered. A small boat was seen departing the vessel.  Upon checking, the bosun store and paint store were reported broken into and ship’s stores stolen.",Anchored,Americas
2020,Boarded,IDN,14.75730111438223,"21.05.2020: 2145 UTC: Posn : Muara Berau Anchorage, Indonesia.
Robbers boarded an anchored bulk carrier and attempted to break into the bosun store. Alert crew noticed the robbers and raised the alarm resulting in the robbers escaping empty handed. Incident reported to port control. A police patrol boat arrived and conducted an investigation.",Anchored,Asia
2017,Boarded,IDN,12.149874040725582,"08.01.2017: 1735 UTC: Posn: 00:15.2S – 117:34.0E, Muara Berau Anchorage, Samarinda, Indonesia.
Five robbers boarded an anchored bulk carrier. They took hostage the duty crew and tied him at the fore mast. Another duty crew tried to contact the crew but received no response. As he approached the forecastle to investigate, he noticed the robbers and informed the OOW who raised the alarm. Hearing the alarm and seeing the crew alertness, the robbers escaped in their speed boat with the stolen ship’s stores.",Anchored,Asia
2016,Boarded,IND,12.789964761358217,"25.01.2016: 0130 LT: Posn: 22:47N - 070:02E, Around 12nm SW of Kandla, India.
Five robbers armed with knives boarded an anchored tanker. Duty crew on routine rounds noticed the robbers near the forecastle and informed the OOW who raised the alarm. All crew mustered and proceeded towards the forecastle. Seeing the alerted crew the robbers escaped with stolen ship's stores. Kandla Port Control informed.",Anchored,Asia
2017,Boarded,IDN,7.171273430547057,"02.06.2017: 2020 UTC: Posn: 03:55.7N – 098:45.5E, Belawan Anchorage, Indonesia.
Two robbers armed with knives boarded an anchored bulk carrier. They held a knife to the duty watchman's neck and took him hostage. At the same time, the OOW called the watchman, who was forced to reply and indicate all clear. The robbers then tied up the watchman, removed the hawse pipe cover and let another robber onboard. They broke into the paint locker and bosun stores and stole ship's stores. The OOW noticed some abnormal movements on the forecastle and raised the alarm. The robbers stole the personal belongings of the watchman before escaping. Crew mustered and a search was carried out.",Anchored,Asia
2015,Boarded,CIV,1.3469626122650218,"25.03.2015: 0230 LT: Posn: Fishing Port Berth DNP 23, Abidjan, Ivory Coast.
Four robbers boarded a berthed refrigerated cargo ship. 2nd officer on routine rounds noticed the padlock to the central store room missing. As he opened the door to investigate four robbers pushed him and escaped. One robber jumped overboard while the other three left the vessel by the gangway. Local security watch observed the situation but did not take any action. Alarm raised, crew mustered and a search was carried out. A number of cartons had been removed from the cargo holds and lay ready to lower into a wooden boat, however due to the alert 2/O, no cargo was stolen.",Berthed,Africa
2016,Boarded,IDN,4.073403920996881,"02.12.2016: 0330 LT: Posn: 01:05.9N - 104:10.0E, Kabil Anchorage, Batam, Indonesia.
Alert crew onboard an anchored heavy load carrier spotted robbers boarding the ship. Duty officer raised the alarm, made the PA announcement and crew mustered. Seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to Batam VTS and Port Control. Authorities boarded the ship for investigation.",Anchored,Asia
2016,Boarded,IND,11.143522638055114,"07.01.2016: 1935 LT: Posn: 22:49N – 070:04E, Kandla Anchorage, India.
Robbers boarded an anchored general cargo ship unnoticed. Duty deck crew on routine rounds heard voices and immediately informed the OOW who in turn raised the alarm, sounded the fog horn and mustered the crew. Hearing the alarm and seeing the alerted crew the robbers escaped empty handed. Port authorities and coast guard informed.",Anchored,Asia
2015,Boarded,NGA,12.647276889267715,"09.04.2015: 0144 LT: Posn: 06:17N - 003:23E, Lagos Anchorage, Nigeria.
Two robbers boarded an anchored product tanker. The onboard Nigerian Naval personal spotted the robbers and fired warning shots resulting in the robbers jumping overboard to escape. A Nigerian patrol boat captured one of the robbers. All crew safe.",Anchored,Africa
2015,Boarded,IDN,15.968440288577172,"09.08.2015: Posn: 03:42.4S – 114:28.2E, Taboneo Anchorage, Indonesia.
A surveyor arrived from a service boat and requested the C/O of an anchored bulk carrier to carry out a draft survey. As the C/O was taking the draft readings a small wooden boat approached the shipside. A robber boarded the service boat, harassed the boat operator and then approached and stabbed the C/O with an ice pick. The C/O defended himself but received injuries in the elbow. The robber escaped. The C/O was treated in the nearby floating barge clinic.",Anchored,Asia
2016,Boarded,IDN,7.65290805503024,"12.04.2016: 0730 LT: Posn: 06:54S – 110:22E, Semarang Anchorage, Indonesia.
Three robbers boarded an anchored container ship. Crew on duty sighted robbers in the engine room and informed the bridge. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with stolen engine spare parts.",Anchored,Asia
2019,Boarded,CMR,4.416217994013599,"30.03.2019: 1910 UTC: Posn : 03:53N - 009:30E, Around 15nm SW Of Douala, Cameroon.
Armed persons boarded an anchored ship. They kidnapped four crew members and escaped. The remaining crew sailed the ship to Douala port. Investigation are ongoing. The owners confirmed that the four kidnapped crew were released on 06 May 2019 and repatriated to their respective countries.",Anchored,Africa
2020,Boarded,LBR,0.9663884518771062,"25.11.2020: 0330 UTC: Posn: 06:20.65N – 010:47.75W, Monrovia Port, Liberia.
A robber boarded a berthed bulk carrier and stole ship’s properties. Upon noticing the robber, the vessel's crew chased the robber who managed to escape. Incident reported to the Port Authority.",Berthed,Africa
2018,Attempted,VEN,8.623680294345936,"28.04.2018: 0345 UTC: Posn: 10:09.69N - 064:48.49W, Puerto Jose Anchorage, Venezuela.
During routine rounds onboard an anchored bulk carrier crew noticed robbers trying to access the vessel via the hawse pipe. Alarm raised and crew mustered. Seeing the alerted crew the robbers escaped in empty handed.",Anchored,Americas
2017,Boarded,IDN,10.380066163748788,"02.05.2017: 1800 UTC: Posn: 05:57.5S – 106:55.6E, Tanjung Priok Anchorage, Jakarta, Indonesia.
Three robbers boarded an anchored bulk carrier and entered into the engine room. They stole ship’s engine spares and escaped. Duty AB noticed the robbers escaping in an unlit boat and raised the alarm. Port Control informed.",Anchored,Asia
2020,Boarded,HTI,4.741085955199448,"03.06.2020: 0840 UTC: Posn: 18:35.2N – 072:33.7W, Port Au Prince Anchorage, Outside Anchorage Area S, Haiti.
Five robbers armed with a machete and knives boarded an anchored tanker. Duty watchmen on routine rounds noticed the robbers and immediately informed the D/O who raised the alarm. Crew mustered on the bridge. Seeing the alerted crew the robbers escaped with stolen mooring ropes and ship’s properties. The incident reported to the CSO and Port Control.",Anchored,Americas
2015,Boarded,IND,12.26967369727188,"16.03.2015: 1900 LT: Posn: 17:38.3N – 083:25.2E, Visakhapatnam Anchorage, India.
Robbers boarded an anchored product tanker, stole ship’s stores and escaped unnoticed. The theft was detected the next morning.",Anchored,Asia
2017,Boarded,BGD,2.6795548772351663,"04.02.2017: 1400 to 0000 UTC: Posn: 21:51.53N - 091:48.36E, 1nm West of Kutubdia Island, Bangladesh.
An unknown number of robbers boarded an anchored offshore supply vessel. They broke into the paint locker and escaped with a large amount of paint. The theft was noticed by crew when they commenced work in the morning. Authorities informed.",Anchored,Asia
2015,Boarded,COG,3.5276622116825425,"05.12.2015: 0139 LT: Posn: 04:45S - 011:47E, Pointe Noire Anchorage, The Congo.
Three robbers boarded an anchored bulk carrier via the anchor chain. Duty crew on routine rounds noticed the robbers, raised the alarm and crew mustered. Seeing the alerted crew the robbers escaped. A search was carried out and nothing found stolen. Incident reported to port control.",Anchored,Africa
2016,Boarded,GIN,21.806743604043767,"21.09.2016: 0146 LT: Posn: 09:18.47N - 013:45.51W, Conakry Anchorage, Guinea.
Six robbers armed with guns boarded and fired upon the duty crew onboard an anchored container ship. Master activated the SSAS alert, raised the alarm and locked the accommodation. The robbers however, gained access into the ship by breaking the bridge wing windows. After taking the crew hostage the robbers ransacked and looted every crew cabin, stole crew personal belongings, ship’s cash and escaped. The IMB Piracy Reporting Centre liaised with the Guinea Navy who responded and boarded the ship. All crew reported safe.",Anchored,Africa
2019,Boarded,GHA,8.476115980475882,"27.02.2019: 0500 UTC: Posn: 04:56.4N – 001:34.3W, Aboadze Anchorage, Ghana.
Unnoticed, robbers boarded an anchored tanker. They stole ship’s stores and escaped. Incident reported to local Authorities.",Anchored,Africa
2016,Boarded,GIN,13.920740490602745,"03.07.2016: 0450 LT: Posn: 09:23.6N – 013:41.9W, Conakry Anchorage, Guinea.
Six robbers in a boat armed with machine guns and knives boarded an anchored heavy lift vessel. They attacked the duty O/S causing injuries and took the 2/O hostage. They opened fire to threaten the crew members and damaged the accommodation. Under gun threat, they robbed the crew members of their cash and personal belongings before escaping. Master tried to contact the port control, but received no response. The incident was reported to Port Authorities through the local agents. After an hour a security boat came to the location.",Anchored,Africa
2020,Attempted,PER,5.337365996203373,"01.03.2020: 0540 UTC: Posn: 12:01.8S – 077:12.3W, Callao Anchorage, Peru.
Duty crew on routine safety rounds onboard an anchored bulk carrier noticed two small boats secured near the bow and three persons climbing the anchor chain. One person was seen waiting in the boat. Alarm raised and all crew moved towards the forecastle. Seeing the alerted crew, the persons retreated and escaped in their boats.",Anchored,Americas
2016,Boarded,BGD,9.219575543163645,"14.06.2016: 0140 LT: Posn: 22:08N - 091:44E, Chittagong Anchorage, Bangladesh.
Five robbers boarded an anchored container ship. Security watchmen noticed the robbers armed with long knives on the poop deck and informed the duty officer. Alarm raised and whistle sounded. Hearing the alarm and seeing the crew alertness the robbers escaped with stolen ship's stores.",Anchored,Asia
2018,Boarded,NGA,10.141388584128066,"25.05.2018: 2335 UTC: Posn: 06:18.0N – 003:20.2E, Lagos Anchorage, Nigeria.
Two robbers in a small boat approached and boarded an anchored product tanker conducting STS operations. Duty watchman noticed the robbers near the forward cargo oil tanks with a hose and raised the alarm. OOW immediately sounded the ship’s horn and crew mustered. Seeing the crew alertness, the robbers aborted their attempt to steal cargo and escaped. The Nigerian Navy boat patrolling the anchorage was notified. Nothing reported stolen.",Anchored,Africa
2015,Attempted,NGA,0.42376838787100635,"05.02.2015: 0320 LT: Posn: Berth 5&6, ENL Jetty, Lagos Harbours, Nigeria.
Duty AB onboard a berthed chemical tanker spotted a robber attempting to board the vessel. He alerted the onboard security team who chased the robbers away. After a while the robbers attempted to return and the security team fired one warning shot resulting in the robbers aborting the approach.",Berthed,Africa
2016,Boarded,IND,8.900521701200285,"08.05.2016: 0730 LT: Posn: 17:37.1N – 083:22.0E, Visakhapatnam Anchorage, India.
Three persons in a fishing boat approached an anchored LPG tanker. They boarded the tanker using a heaving line attached to a hook. Alert OOW noticed the persons and ordered them to leave. The persons tried to explained that their intention was to stay on ship’s stern and fishing but disembarked shortly after they were told to leave. Master suspected intention to steal ship’s stores.",Anchored,Asia
2017,Attempted,MYS,0.6748154948753611,"12.08.2017: 2155 UTC: Posn: 05:48.34N – 118:04.57E, Sandakan, Malaysia.
Two robbers attempted to board a berthed tanker but failed. Port authorities informed.",Berthed,Asia
2016,Boarded,IDN,12.196453795970315,"19.11.2016: 0240 LT: Posn: 00:15.0S - 117:34.8E, Muara Berau Anchorage, Samarinda, Indonesia.
During cargo operations, duty crew on routine rounds onboard an anchored bulk carrier, noticed the forecastle store door open and the padlock broken. Upon approaching the store, several robbers armed with long knives were seen stealing ship’s stores. The duty crew shouted at the robbers, raised the alarm and retreated towards the accommodation. Seeing the alerted crew, the robbers escaped with the stolen stores. Incident reported to the security guards who notified the local police. Master called the port authorities, but received no response. Master instructed the 2/O to cross check the stevedores ID cards with the authorized list. This revealed one unauthorized person, who attacked the 2/O with a knife. The agent and the 2/O were able to avert the attack. The armed person jumped overboard and escaped.",Anchored,Asia
2020,Boarded,IDN,2.4460864787794785,"17.06.2020: 0200 UTC: Posn : 05:54.2S – 105:59.0E: Merak Anchorage, Indonesia.
Unnoticed, robbers boarded an anchored product tanker, stole ship’s spares and escaped. The robbery was discovered during routine rounds of the engine room.",Anchored,Asia
