Year,State,NY,Restaurant,Illnesses,Hospitalizations,Deaths
2003,Hawaii,FALSE,TRUE,3,0,0
2003,Colorado,FALSE,TRUE,4,0,0
2004,Illinois,FALSE,TRUE,20,0,0
2004,Illinois,FALSE,TRUE,15,0,0
2003,Alabama,FALSE,TRUE,3,0,0
2003,Alabama,FALSE,TRUE,3,NA,NA
2003,Michigan,FALSE,TRUE,7,0,0
2003,Michigan,FALSE,TRUE,3,0,0
2003,Michigan,FALSE,TRUE,2,0,0
2003,Alabama,FALSE,TRUE,2,0,0
2003,Michigan,FALSE,TRUE,3,0,0
2003,Michigan,FALSE,TRUE,2,NA,NA
2003,Michigan,FALSE,TRUE,2,NA,NA
2003,Michigan,FALSE,TRUE,4,NA,NA
2003,Alabama,FALSE,TRUE,5,NA,0
2003,Michigan,FALSE,TRUE,4,2,0
2003,Alabama,FALSE,TRUE,2,1,0
2003,Michigan,FALSE,FALSE,6,0,0
2003,Michigan,FALSE,TRUE,19,0,0
2004,Alabama,FALSE,TRUE,2,NA,NA
2003,Michigan,FALSE,FALSE,10,3,0
2003,Michigan,FALSE,TRUE,3,1,NA
2003,Michigan,FALSE,TRUE,2,0,0
2003,Michigan,FALSE,TRUE,2,NA,NA
2003,Michigan,FALSE,FALSE,7,0,0
2003,Michigan,FALSE,FALSE,5,NA,NA
2003,Michigan,FALSE,TRUE,4,NA,NA
2003,Michigan,FALSE,TRUE,4,0,0
2002,Multistate,FALSE,TRUE,510,43,0
2003,Louisiana,FALSE,FALSE,880,35,0
2003,Michigan,FALSE,TRUE,8,0,0
2003,California,FALSE,TRUE,13,0,0
2003,California,FALSE,FALSE,9,0,0
2004,Wisconsin,FALSE,FALSE,10,3,0
2002,Multistate,FALSE,FALSE,47,19,1
2003,California,FALSE,TRUE,16,0,0
2003,California,FALSE,FALSE,11,2,0
2003,California,FALSE,TRUE,15,0,0
2003,California,FALSE,TRUE,18,0,0
2002,Multistate,FALSE,FALSE,74,NA,0
2004,California,FALSE,TRUE,2,0,0
2004,Illinois,FALSE,TRUE,52,2,0
2004,Illinois,FALSE,TRUE,7,0,0
2003,Oregon,FALSE,FALSE,6,0,0
2003,New York,TRUE,TRUE,3,NA,NA
2004,Illinois,FALSE,TRUE,17,1,0
2004,Florida,FALSE,TRUE,2,NA,NA
2004,Illinois,FALSE,TRUE,44,NA,0
2004,Illinois,FALSE,TRUE,115,0,0
2003,New York,TRUE,TRUE,5,NA,NA
2004,New York,TRUE,FALSE,15,0,0
2003,California,FALSE,FALSE,18,6,2
2003,California,FALSE,TRUE,3,0,0
2003,California,FALSE,FALSE,5,NA,NA
2003,California,FALSE,TRUE,2,0,0
2003,California,FALSE,TRUE,3,1,0
2004,New York,TRUE,FALSE,57,0,0
2004,Wisconsin,FALSE,TRUE,13,0,0
2004,Nevada,FALSE,FALSE,134,0,0
2004,Florida,FALSE,TRUE,5,NA,NA
2004,Kansas,FALSE,TRUE,2,NA,NA
2004,Wisconsin,FALSE,FALSE,66,8,2
2004,Wisconsin,FALSE,FALSE,32,1,0
2004,Kansas,FALSE,TRUE,47,NA,NA
2003,Massachusetts,FALSE,TRUE,5,0,0
2003,Kansas,FALSE,TRUE,17,NA,NA
2004,Minnesota,FALSE,FALSE,10,0,0
2004,Minnesota,FALSE,TRUE,10,0,0
2003,Kansas,FALSE,FALSE,54,0,0
2003,Kansas,FALSE,TRUE,20,NA,NA
2003,Kansas,FALSE,TRUE,15,NA,NA
2003,Kansas,FALSE,TRUE,3,NA,NA
2003,Kansas,FALSE,TRUE,2,NA,NA
2004,Florida,FALSE,FALSE,4,4,0
2003,Oklahoma,FALSE,FALSE,30,0,0
2003,Hawaii,FALSE,FALSE,5,NA,NA
2003,Indiana,FALSE,TRUE,9,0,0
2003,Indiana,FALSE,TRUE,11,1,0
2003,Indiana,FALSE,FALSE,15,4,0
2003,New Jersey,FALSE,TRUE,27,0,0
2003,New Jersey,FALSE,TRUE,7,NA,NA
2003,New Jersey,FALSE,FALSE,19,0,0
2003,New Jersey,FALSE,FALSE,5,0,0
2003,New Jersey,FALSE,TRUE,16,0,0
2003,New Jersey,FALSE,FALSE,7,NA,NA
2003,New Jersey,FALSE,TRUE,13,2,0
2003,New Jersey,FALSE,FALSE,20,NA,NA
2003,New Jersey,FALSE,FALSE,25,0,0
2003,New Jersey,FALSE,TRUE,19,NA,NA
2003,Indiana,FALSE,FALSE,15,1,0
2003,Iowa,FALSE,TRUE,200,NA,NA
2003,Oklahoma,FALSE,FALSE,7,0,0
2003,Florida,FALSE,FALSE,12,2,NA
2003,Florida,FALSE,TRUE,15,NA,NA
2004,Minnesota,FALSE,FALSE,7,0,0
2004,Florida,FALSE,TRUE,2,NA,NA
2003,Oregon,FALSE,TRUE,8,NA,NA
2004,New Hampshire,FALSE,TRUE,33,0,0
2004,Oregon,FALSE,TRUE,26,0,0
2004,Oregon,FALSE,TRUE,6,0,0
2004,Oregon,FALSE,TRUE,2,0,0
2003,Connecticut,FALSE,TRUE,8,0,0
2003,Connecticut,FALSE,TRUE,11,2,0
2004,Connecticut,FALSE,TRUE,7,0,0
2004,New Hampshire,FALSE,TRUE,25,0,0
2004,Connecticut,FALSE,TRUE,13,0,0
2004,Illinois,FALSE,TRUE,18,0,0
2004,Alabama,FALSE,TRUE,3,0,0
2004,Minnesota,FALSE,TRUE,24,0,0
2004,Illinois,FALSE,FALSE,71,0,0
2004,Illinois,FALSE,TRUE,11,NA,0
2004,Florida,FALSE,TRUE,3,NA,NA
2003,North Dakota,FALSE,TRUE,35,0,0
2004,Illinois,FALSE,TRUE,2,0,0
2004,Illinois,FALSE,FALSE,14,NA,NA
2004,Wisconsin,FALSE,TRUE,380,NA,0
2004,Wisconsin,FALSE,TRUE,4,0,0
2003,North Dakota,FALSE,FALSE,34,0,0
2003,North Dakota,FALSE,TRUE,24,0,0
2003,North Dakota,FALSE,TRUE,14,2,0
2004,Maryland,FALSE,TRUE,6,0,0
2004,California,FALSE,TRUE,35,0,0
2004,California,FALSE,TRUE,3,0,0
2004,California,FALSE,TRUE,21,0,0
2003,California,FALSE,FALSE,28,0,0
2004,California,FALSE,TRUE,4,0,0
2004,California,FALSE,FALSE,50,0,0
2003,California,FALSE,TRUE,75,6,0
2003,California,FALSE,TRUE,3,0,0
2003,California,FALSE,FALSE,4,0,0
2004,Illinois,FALSE,TRUE,4,0,0
2004,Illinois,FALSE,TRUE,3,0,0
2004,Maryland,FALSE,TRUE,26,0,0
2004,Maryland,FALSE,FALSE,49,1,0
2003,Missouri,FALSE,TRUE,4,0,0
2004,Hawaii,FALSE,TRUE,2,0,0
2004,California,FALSE,FALSE,4,0,0
2004,Maryland,FALSE,FALSE,7,0,0
2004,New York,TRUE,TRUE,12,NA,NA
2004,New York,TRUE,TRUE,3,0,0
2004,Georgia,FALSE,TRUE,7,0,0
2004,Illinois,FALSE,TRUE,3,NA,NA
2003,Missouri,FALSE,TRUE,641,NA,NA
2003,Missouri,FALSE,FALSE,2,0,0
2003,Georgia,FALSE,TRUE,4,0,0
2003,Missouri,FALSE,TRUE,15,NA,NA
2003,Oregon,FALSE,FALSE,7,0,0
2004,Illinois,FALSE,TRUE,8,0,0
2003,Alaska,FALSE,TRUE,26,0,0
2004,Alabama,FALSE,TRUE,2,0,0
2003,Alaska,FALSE,FALSE,47,2,0
2004,Alabama,FALSE,TRUE,3,0,0
2004,Florida,FALSE,TRUE,7,0,0
2003,Missouri,FALSE,FALSE,84,NA,NA
2003,Missouri,FALSE,FALSE,146,0,0
2003,Missouri,FALSE,FALSE,11,2,0
2003,Missouri,FALSE,FALSE,16,NA,NA
2003,South Carolina,FALSE,FALSE,11,0,0
2004,South Carolina,FALSE,FALSE,5,0,0
2003,Maine,FALSE,TRUE,60,0,0
2003,Maine,FALSE,FALSE,11,0,0
2003,Maine,FALSE,FALSE,11,0,0
2004,Minnesota,FALSE,FALSE,15,0,0
2004,Illinois,FALSE,TRUE,13,0,0
2004,Illinois,FALSE,FALSE,17,0,0
2004,Florida,FALSE,TRUE,148,NA,NA
2004,Florida,FALSE,FALSE,4,NA,NA
